Freq.,V(outop)
9.39756911339769e+007,-1.28541308757330e-004,-9.52520264229410e-005
9.46293437577740e+007,-1.25691238714218e-004,-9.20916332689691e-005
9.52875428951157e+007,-1.22894624280229e-004,-8.90299918957356e-005
9.59503201695044e+007,-1.20150859473071e-004,-8.60642200328161e-005
9.66177074244016e+007,-1.17459326900535e-004,-8.31915118081272e-005
9.72897367247574e+007,-1.14819398896373e-004,-8.04091360380504e-005
9.79664403585515e+007,-1.12230438605320e-004,-7.77144345423066e-005
9.86478508383440e+007,-1.09691801018850e-004,-7.51048204838441e-005
9.93340009028378e+007,-1.07202833963276e-004,-7.25777767340674e-005
1.00000000000000e+008,-1.04849759795244e-004,-7.02174661047390e-005
